attempt_id,event_id,endpoint_id,attempt_number,attempted_at,http_status,response_time_ms,response_body_category,timeout,signature_valid,retry_scheduled
att_125,evt_90adc3b66e9e,ep_dfed35a4,1,2026-04-15T19:37:18.872540Z,504,6884,timeout,True,True,True
att_126,evt_90adc3b66e9e,ep_dfed35a4,2,2026-04-15T19:39:15.872540Z,504,5344,timeout,True,True,True
att_127,evt_90adc3b66e9e,ep_dfed35a4,3,2026-04-15T19:41:03.872540Z,504,6423,timeout,True,True,True
att_128,evt_90adc3b66e9e,ep_dfed35a4,4,2026-04-15T19:42:43.872540Z,504,5501,timeout,True,True,False
att_129,evt_b8adbca12f6f,ep_fc5246cb,1,2026-04-15T19:37:56.888279Z,200,128,success,False,True,False
att_130,evt_1a97fbfadc8c,ep_7a46e695,1,2026-04-15T19:37:38.905423Z,200,492,success,False,True,False
att_131,evt_e06ffa5eac94,ep_96f398ac,1,2026-04-15T19:37:33.909486Z,404,190,endpoint_not_found,False,True,True
att_132,evt_e06ffa5eac94,ep_96f398ac,2,2026-04-15T19:37:43.909486Z,404,90,endpoint_not_found,False,True,True
att_133,evt_e06ffa5eac94,ep_96f398ac,3,2026-04-15T19:38:37.909486Z,404,194,endpoint_not_found,False,True,False
att_134,evt_d1fd43b5850e,ep_9a85403d,1,2026-04-15T19:37:18.915848Z,404,428,endpoint_not_found,False,True,True
att_135,evt_d1fd43b5850e,ep_9a85403d,2,2026-04-15T19:37:54.915848Z,404,278,endpoint_not_found,False,True,True
att_136,evt_d1fd43b5850e,ep_9a85403d,3,2026-04-15T19:39:28.915848Z,404,375,endpoint_not_found,False,True,True
att_137,evt_d1fd43b5850e,ep_9a85403d,4,2026-04-15T19:42:47.915848Z,404,88,endpoint_not_found,False,True,True
att_138,evt_d1fd43b5850e,ep_9a85403d,5,2026-04-15T19:44:44.915848Z,404,256,endpoint_not_found,False,True,False
att_139,evt_7c75eca32d6e,ep_0fb72144,1,2026-04-15T19:38:00.920768Z,200,45,success,False,True,False
att_140,evt_beceea8f87d3,ep_781f2066,1,2026-04-15T19:38:01.964869Z,200,92,success,False,True,False
att_141,evt_824db4156f60,ep_7f07791b,1,2026-04-15T19:37:59.978240Z,413,498,payload_too_large,False,True,True
att_142,evt_824db4156f60,ep_7f07791b,2,2026-04-15T19:39:27.978240Z,413,61,payload_too_large,False,True,True
att_143,evt_824db4156f60,ep_7f07791b,3,2026-04-15T19:42:18.978240Z,413,374,payload_too_large,False,True,False
att_144,evt_4c81466af93c,ep_e12ba2e8,1,2026-04-15T19:37:05.985114Z,200,419,success,False,True,False
att_145,evt_736e8fb0edfa,ep_18303859,1,2026-04-15T19:37:52.991890Z,404,19,endpoint_not_found,False,True,True
att_146,evt_736e8fb0edfa,ep_18303859,2,2026-04-15T19:39:39.991890Z,404,116,endpoint_not_found,False,True,True
att_147,evt_736e8fb0edfa,ep_18303859,3,2026-04-15T19:41:59.991890Z,404,107,endpoint_not_found,False,True,False
att_148,evt_9dd96053d5a5,ep_5eec0e98,1,2026-04-15T20:37:35.811368Z,200,266,success,False,True,False
att_149,evt_9dd96053d5a5,ep_5eec0e98,2,2026-04-15T20:59:35.811368Z,200,487,success,False,True,False
att_150,evt_e7e69733f361,ep_aaf9058c,1,2026-04-15T20:37:49.832804Z,413,452,payload_too_large,False,True,True
att_151,evt_e7e69733f361,ep_aaf9058c,2,2026-04-15T20:38:26.832804Z,413,415,payload_too_large,False,True,True
att_152,evt_e7e69733f361,ep_aaf9058c,3,2026-04-15T20:40:14.832804Z,413,446,payload_too_large,False,True,True
att_153,evt_e7e69733f361,ep_aaf9058c,4,2026-04-15T20:41:38.832804Z,413,382,payload_too_large,False,True,True
att_154,evt_e7e69733f361,ep_aaf9058c,5,2026-04-15T20:46:22.832804Z,413,381,payload_too_large,False,True,False
att_155,evt_188a101538bc,ep_9fdc531c,1,2026-04-15T20:37:49.858304Z,404,368,endpoint_not_found,False,True,False
att_156,evt_934ba0cd55a8,ep_fa65bec6,1,2026-04-15T20:37:53.898675Z,404,94,endpoint_not_found,False,True,True
att_157,evt_934ba0cd55a8,ep_fa65bec6,2,2026-04-15T20:39:13.898675Z,404,27,endpoint_not_found,False,True,True
att_158,evt_934ba0cd55a8,ep_fa65bec6,3,2026-04-15T20:40:29.898675Z,404,188,endpoint_not_found,False,True,True
att_159,evt_934ba0cd55a8,ep_fa65bec6,4,2026-04-15T20:42:18.898675Z,404,163,endpoint_not_found,False,True,False
att_160,evt_38099c415ff8,ep_623f3016,1,2026-04-15T20:37:55.899748Z,413,390,payload_too_large,False,True,True
att_161,evt_38099c415ff8,ep_623f3016,2,2026-04-15T20:39:03.899748Z,413,327,payload_too_large,False,True,False
att_162,evt_6f7a6b2ec4be,ep_5a7f3dac,1,2026-04-15T20:37:45.912247Z,413,366,payload_too_large,False,True,True
att_163,evt_6f7a6b2ec4be,ep_5a7f3dac,2,2026-04-15T20:38:03.912247Z,413,344,payload_too_large,False,True,True
att_164,evt_6f7a6b2ec4be,ep_5a7f3dac,3,2026-04-15T20:40:53.912247Z,413,498,payload_too_large,False,True,True
att_165,evt_6f7a6b2ec4be,ep_5a7f3dac,4,2026-04-15T20:41:30.912247Z,413,134,payload_too_large,False,True,True
att_166,evt_6f7a6b2ec4be,ep_5a7f3dac,5,2026-04-15T20:46:10.912247Z,413,367,payload_too_large,False,True,False
att_167,evt_efb88099ff30,ep_c1edbc93,1,2026-04-15T20:37:08.919693Z,200,460,success,False,True,False
att_168,evt_23c5b64ef170,ep_6b9a9583,1,2026-04-15T20:37:26.926741Z,413,102,payload_too_large,False,True,True
att_169,evt_23c5b64ef170,ep_6b9a9583,2,2026-04-15T20:37:48.926741Z,413,470,payload_too_large,False,True,True
att_170,evt_23c5b64ef170,ep_6b9a9583,3,2026-04-15T20:39:36.926741Z,413,103,payload_too_large,False,True,False
att_171,evt_d78b5e16459b,ep_2eef4553,1,2026-04-15T20:37:25.934131Z,404,51,endpoint_not_found,False,True,True
att_172,evt_d78b5e16459b,ep_2eef4553,2,2026-04-15T20:39:09.934131Z,404,43,endpoint_not_found,False,True,False
att_173,evt_b21fc9811e53,ep_9f6028d9,1,2026-04-15T20:37:20.941304Z,200,143,success,False,True,False
att_174,evt_647919f61a6e,ep_fb8a6580,1,2026-04-15T20:37:51.966799Z,404,223,endpoint_not_found,False,True,True
att_175,evt_647919f61a6e,ep_fb8a6580,2,2026-04-15T20:37:59.966799Z,404,65,endpoint_not_found,False,True,True
att_176,evt_647919f61a6e,ep_fb8a6580,3,2026-04-15T20:40:08.966799Z,404,474,endpoint_not_found,False,True,True
att_177,evt_647919f61a6e,ep_fb8a6580,4,2026-04-15T20:42:37.966799Z,404,302,endpoint_not_found,False,True,True
att_178,evt_647919f61a6e,ep_fb8a6580,5,2026-04-15T20:45:29.966799Z,404,96,endpoint_not_found,False,True,False
att_179,evt_5edf6577f529,ep_eb7e0b6f,1,2026-04-15T20:37:15.997983Z,200,449,success,False,True,False
att_180,evt_b3fb90fc24e3,ep_1660ad0c,1,2026-04-15T21:37:14.820317Z,200,311,success,False,True,False
att_181,evt_6a9820a8f3dc,ep_f0e077b7,1,2026-04-15T21:37:05.820881Z,200,221,success,False,True,False
att_182,evt_6a9820a8f3dc,ep_f0e077b7,2,2026-04-15T21:56:05.820881Z,200,492,success,False,True,False
att_183,evt_78b8c6b7b236,ep_190b3156,1,2026-04-15T21:37:17.824682Z,200,382,success,False,True,False
att_184,evt_2077d7160aeb,ep_6a5cfadd,1,2026-04-15T21:37:41.848074Z,200,289,success,False,True,False
att_185,evt_6728c66988a0,ep_19c0916b,1,2026-04-15T21:37:25.849810Z,413,244,payload_too_large,False,True,True
att_186,evt_6728c66988a0,ep_19c0916b,2,2026-04-15T21:38:50.849810Z,413,76,payload_too_large,False,True,True
att_187,evt_6728c66988a0,ep_19c0916b,3,2026-04-15T21:39:11.849810Z,413,90,payload_too_large,False,True,False
att_188,evt_b6f86646af9a,ep_62ff0bea,1,2026-04-15T21:37:23.866124Z,200,303,success,False,True,False
att_189,evt_073e47045114,ep_c4d79deb,1,2026-04-15T21:37:56.868908Z,200,17,success,False,True,False
att_190,evt_8f40d00740c1,ep_c8400627,1,2026-04-15T21:37:59.915768Z,404,208,endpoint_not_found,False,True,True
att_191,evt_8f40d00740c1,ep_c8400627,2,2026-04-15T21:38:59.915768Z,404,143,endpoint_not_found,False,True,False
att_192,evt_c217b0ff3438,ep_dfed35a4,1,2026-04-15T21:37:38.953976Z,413,389,payload_too_large,False,True,True
att_193,evt_c217b0ff3438,ep_dfed35a4,2,2026-04-15T21:38:51.953976Z,413,494,payload_too_large,False,True,False
att_194,evt_ccd585d3f1b6,ep_e3e73340,1,2026-04-15T21:37:09.977191Z,413,391,payload_too_large,False,True,True
att_195,evt_ccd585d3f1b6,ep_e3e73340,2,2026-04-15T21:38:09.977191Z,413,219,payload_too_large,False,True,False
att_196,evt_97bef5160ecf,ep_c1edbc93,1,2026-04-15T21:37:32.984375Z,200,489,success,False,True,False
att_197,evt_228b3eaadfd8,ep_deef2083,1,2026-04-15T22:37:54.804264Z,200,133,success,False,True,False
att_198,evt_42b0dc4e94ff,ep_8a3a315d,1,2026-04-15T22:37:08.805500Z,404,130,endpoint_not_found,False,True,True
att_199,evt_42b0dc4e94ff,ep_8a3a315d,2,2026-04-15T22:37:51.805500Z,404,252,endpoint_not_found,False,True,True
att_200,evt_42b0dc4e94ff,ep_8a3a315d,3,2026-04-15T22:40:23.805500Z,404,431,endpoint_not_found,False,True,True
att_201,evt_42b0dc4e94ff,ep_8a3a315d,4,2026-04-15T22:44:12.805500Z,404,106,endpoint_not_found,False,True,True
att_202,evt_42b0dc4e94ff,ep_8a3a315d,5,2026-04-15T22:45:20.805500Z,404,434,endpoint_not_found,False,True,False
att_203,evt_da08e31f5443,ep_1836e3e7,1,2026-04-15T22:37:18.819692Z,413,236,payload_too_large,False,True,True
att_204,evt_da08e31f5443,ep_1836e3e7,2,2026-04-15T22:39:08.819692Z,413,264,payload_too_large,False,True,True
att_205,evt_da08e31f5443,ep_1836e3e7,3,2026-04-15T22:41:23.819692Z,413,278,payload_too_large,False,True,False
att_206,evt_f1b25c1ced65,ep_a7cb3b98,1,2026-04-15T22:37:19.872635Z,413,454,payload_too_large,False,True,True
att_207,evt_f1b25c1ced65,ep_a7cb3b98,2,2026-04-15T22:37:45.872635Z,413,364,payload_too_large,False,True,True
att_208,evt_f1b25c1ced65,ep_a7cb3b98,3,2026-04-15T22:38:49.872635Z,413,444,payload_too_large,False,True,True
att_209,evt_f1b25c1ced65,ep_a7cb3b98,4,2026-04-15T22:39:39.872635Z,413,165,payload_too_large,False,True,True
att_210,evt_f1b25c1ced65,ep_a7cb3b98,5,2026-04-15T22:40:55.872635Z,413,254,payload_too_large,False,True,False
att_211,evt_d20a2ab363a2,ep_912fd8ad,1,2026-04-15T22:37:42.893708Z,413,454,payload_too_large,False,True,False
att_212,evt_b6e2664cf9ae,ep_52bb0b21,1,2026-04-15T22:37:34.897792Z,200,272,success,False,True,False
att_213,evt_e32dc237e6af,ep_eb309cfd,1,2026-04-15T22:37:14.962320Z,413,59,payload_too_large,False,True,True
att_214,evt_e32dc237e6af,ep_eb309cfd,2,2026-04-15T22:38:00.962320Z,413,126,payload_too_large,False,True,True
att_215,evt_e32dc237e6af,ep_eb309cfd,3,2026-04-15T22:38:51.962320Z,413,89,payload_too_large,False,True,True
att_216,evt_e32dc237e6af,ep_eb309cfd,4,2026-04-15T22:39:37.962320Z,413,186,payload_too_large,False,True,False
att_217,evt_ab188d96fb0a,ep_7b5b2e6a,1,2026-04-15T22:37:52.968757Z,413,346,payload_too_large,False,True,False
att_218,evt_54dbb89a0aa0,ep_a3e8cab6,1,2026-04-15T22:37:29.987358Z,413,491,payload_too_large,False,True,False
att_219,evt_57b474c73ec2,ep_779d19ac,1,2026-04-15T22:37:44.992733Z,404,390,endpoint_not_found,False,True,True
att_220,evt_57b474c73ec2,ep_779d19ac,2,2026-04-15T22:39:15.992733Z,404,368,endpoint_not_found,False,True,True
att_221,evt_57b474c73ec2,ep_779d19ac,3,2026-04-15T22:41:22.992733Z,404,436,endpoint_not_found,False,True,True
att_222,evt_57b474c73ec2,ep_779d19ac,4,2026-04-15T22:44:01.992733Z,404,133,endpoint_not_found,False,True,False
